"",name,region,variety,rating,notes
25906,Guigal La Landonne Cote Rotie 2009,"Cote Rotie, Rhone, France",Red Wine,99,"An almost lack red dress with very dark tints. On the nose, small black fruit, leather, licorice and roasted aromas and oriental spices. Strong aromatic intensity. The wine is powerful in the mouth and shows massive structure of tannins and concentration. An assertive expression of terroir."
25907,Guigal La Landonne Cote Rotie 2010,"Cote Rotie, Rhone, France",Red Wine,99,"La Landonne displays red/black color with deep dark tints with aromas of black fruits, licorice and roasted notes and oriental spices. Powerful and intense aromas. Powerful attack with important tannic structure. Rich and concentrated. Fully expressive of the terroir. Great ageing potential, structured and concentrated with a rare intensity of flavor and color."
25908,Guigal La Landonne Cote Rotie 2011,"Cote Rotie, Rhone, France",Red Wine,98,"La Landonne displays red/black color with deep dark tints with aromas of black fruits, licorice and roasted notes and oriental spices. Powerful and intense aromas. Powerful attack with important tannic structure. Rich and concentrated. Fully expressive of the terroir. Great ageing potential, structured and concentrated with a rare intensity of flavor and color."
25909,Guigal La Landonne Cote Rotie 2012,"Cote Rotie, Rhone, France",Red Wine,98,"La Landonne displays red/black color with deep dark tints with aromas of black fruits, licorice and roasted notes and oriental spices. Powerful and intense aromas. Powerful attack with important tannic structure. Rich and concentrated. Fully expressive of the terroir. Great ageing potential, structured and concentrated with a rare intensity of flavor and color."
25910,Guigal La Landonne Cote Rotie 2013,"Cote Rotie, Rhone, France",Red Wine,98,"Reddish black with deep dark tints. Small black fruits, liquorice and oriental spices on the nose. Powerful and intense aromas. Powerful attack with important tannic structure. Rich and concentrated. Fully expressive of the terroir. Overall, great aging potential, structured and concentrated with a rare intensity of flavor and color."
25911,Guigal La Landonne Cote Rotie 2015,"Cote Rotie, Rhone, France",Red Wine,99,"Reddish black with deep dark tints. Small black fruits, licorice and oriental spices on the nose. Powerful and intense aromas. Powerful attack with important tannic structure. Rich and concentrated. Fully expressive of the terroir. Overall, great aging potential, structured and concentrated with a rare intensity of flavor and color."
25912,Guigal La Landonne Cote Rotie 2014,"Cote Rotie, Rhone, France",Red Wine,98,"Reddish black with deep dark tints. Small black fruits, licorice and oriental spices on the nose. Powerful and intense aromas. Powerful attack with important tannic structure. Rich and concentrated. Fully expressive of the terroir. Overall, great aging potential, structured and concentrated with a rare intensity of flavor and color."
25917,Guigal La Mouline Cote Rotie 2005,"Cote Rotie, Rhone, France",Red Wine,99,"""The black/purple-colored 2005 Cote Rotie La Mouline offers up scents of soy, bacon fat, barbecue smoke, espresso roast, and a hint of caramelized chocolate. While enormously rich, opulent, and fleshy, even in this tannic, structured year, it possesses a finesse and softness that are hard to believe. This stunning 2005 should drink beautifully for 25 or more years."""
25919,Guigal La Mouline Cote Rotie 2010,"Cote Rotie, Rhone, France",Red Wine,99,"La Mouline displays ruby red color with red vermillion tints. Small red fruits, blackberry and floral violet aromas .Intensely aromatic, powerful but full of finesse. Supple with balance between the finesse of the aromas and an explosive richness due to the concentration of the wine. Greatly expressive of the terroir. A feminine wine with voluptuous silky texture and intense aromas."
25921,Guigal La Mouline Cote Rotie 2009,"Cote Rotie, Rhone, France",Red Wine,98,"Ruby red with bright red highlights. On the nose, small red fruits, blackberry and floral aromas of violets, powerful but fine aromatic intensity. The wine has a soft mouthfeel and beautiful harmony between the fine flavors and explosive richness due to the concentration. A voluptuous feminine wine with a velvety or silky texture and intense aromatics."
25924,Guigal La Mouline Cote Rotie 2014,"Cote Rotie, Rhone, France",Red Wine,97,"Ruby red in color, this wine offers aromas of small red fruits, blackberry and violet. It is intensely aromatic -- powerful, but full of finesse. On the palate, the wine is supple, with balance between the finesse of aromas and an explosive richness due to the wine's concentration. Greatly expressive of the terroir."
25925,Guigal La Mouline Cote Rotie 2015,"Cote Rotie, Rhone, France",Red Wine,98,"Ruby red in color, this wine offers aromas of small red fruits, blackberry and violet. It is intensely aromatic -- powerful, but full of finesse. On the palate, the wine is supple, with balance between the finesse of aromas and an explosive richness due to the wine's concentration. Greatly expressive of the terroir."
25929,Guigal La Turque Cote Rotie 2003,"Cote Rotie, Rhone, France",Red Wine,98,"""The 2003 Cote Rotie La Turque reveals an incredible nose of incense, black truffles, blackberries, espresso roast, roasted meats, melted road tar, tapenade, and bacon. A meaty, full-bodied, extraordinarily concentrated wine with a viscous texture, a remarkable finish, and even more tannin and body than La Mouline, it requires 4-5 years of cellaring, and should drink well over the following 30+."""
25931,Guigal La Turque Cote Rotie 2005,"Cote Rotie, Rhone, France",Red Wine,99,"""The sumptuous 2005 Cote Rotie La Turque is a candidate for perfection. Abundant tannin and structure, a black/purple color, and a beautiful nose of graphite, asphalt, charcoal, blackberries, blueberries, espresso roast, chocolate, pepper, and lychee nut are found in this sensationally concentrated, multidimensional, profound wine. It will last for 25-35 years."""
25935,Guigal La Turque Cote Rotie 2009,"Cote Rotie, Rhone, France",Red Wine,98,"Ruby red with dark tints.  On the nose there are aromas of mall red fruits, cherry, and blackberry with powerful and elegant aromatic intensity. There beautiful harmony on the palate, between flexibility, concentration and fine wine selected tannins. An assertive expression of terroir."
25936,Guigal La Turque Cote Rotie 2010,"Cote Rotie, Rhone, France",Red Wine,99,"La Turque displays deep ruby red color with dark tints with aromas small red fruit, blackberry, morello cherry. Intensely aromatic, powerful and elegant. Supple attack with a balanced supple structure, concentration and elegant tannins. Fully expressive of the terroir. With all the virility of the Cote Brune, La Turque also has all the subtlety and femininity of the Cote Blonde."
25937,Guigal La Turque Cote Rotie 2011,"Cote Rotie, Rhone, France",Red Wine,97,"Red fruits, cherry and blackberry dominate the nose on this wine, which is both elegant and intense. Offers smoky, meaty barbecue notes intermixed with forest floor and coffee beans."
25938,Guigal La Turque Cote Rotie 2012,"Cote Rotie, Rhone, France",Red Wine,97,"Red fruits, cherry and blackberry dominate the nose on this wine, which is both elegant and intense. Offers smoky, meaty barbecue notes intermixed with forest floor and coffee beans."
25939,Guigal La Turque Cote Rotie 2013,"Cote Rotie, Rhone, France",Red Wine,98,"Deep ruby red with dark tints. Small red fruit, blackberry, morello cherry Intensely aromatic, powerful and elegant. Supple attack with a balanced supple structure, concentration and elegant tannins. Fully expressive of the terroir. With all the virility of the Cote Brune, La Turque also has all the subtlety and femininity of the Cote Blonde."
25941,Guigal La Turque Cote Rotie 2015,"Cote Rotie, Rhone, France",Red Wine,99,"Deep ruby red in color, this wine offers aromas of small red fruit, blackberry and morello cherry. It is intensely aromatic -- powerful, but elegant. On the palate, the wine has a balanced, supple structure, with great concentration and elegant tannins."
26028,Gundlach Bundschu Vintage Reserve Cabernet Sauvignon 2013,"Sonoma Valley, Sonoma County, California",Red Wine,97,"The 2013 Vintage Reserve is loaded with berries, dark chocolate, violets and dried herbs, espresso, toasty vanilla, and rich earth. Supple tannins meld with blackberries, red currants and cocoa powder to offer mouth-filling texture, great acidity and a lingering finish. This vintage will mature for another 32 years if you're patient or decant for 3+ hours if you're not. "
26303,Harlan Estate (1.5 Liter Magnum) 2004,"Napa Valley, California",Red Wine,97,"For twenty five years, Harlan Estate has been committed to creating a California ""First Growth"" wine estate."
26308,Harlan Estate 1991,"Napa Valley, California",Red Wine,98,"Deep color. a complex, slightly earthy, sweet mineral nose reminiscent of wild brush and undergrowth, glazed fruit, cedar, toasty vanilla, and ripe black currants. With aeration the aromatics grow significantly more multi-faceted, with distinct notes of celery and green olive. Although still outsized in the mouth, it shows remarkable balance with plenty of sweet ripe fruit, enhanced by layers of green and black olives. the finish lingers on with smooth and noticeably ripe tannins. The 1991 has been tightly wound and slow to evolve for much of its life."
26310,Harlan Estate 1997,"Napa Valley, California",Red Wine,97,"Color very dense, nearly opaque. Very ripe, concentrated aromatics of vanilla, minerals, coffee,blackberries, licorice, cassis, prune, and shoyu, with high notes of bright red and black fruitsbehind. The flavors are very thick, ripe, layered, and supple on the palate, with tremendouspower and density. The flavor profile is broad, jammy—almost confectionary—and verycomplex, yet displaying a balance of acidity. Tannins and alcohol harmonize to show anuncommon richness."
